"gender","grad_year","transfer","major","minor","returning_member","intern_job_count","Java","Python","R","SQL","C.C..","JavaScript.TypeScript","Languages","NumPy","Pandas","SciPy","Scikit.learn","PyTorch","Tensorflow","Math.4A","CS.9","Calculus.Math.3A.Math.3B.AP.Calc","Math.6A","Math.8.PSTAT.8.CS.40","PSTAT.10","PSTAT.120A","PSTAT.120B","PSTAT.126","PSTAT.160A.160B","Math.117","PSTAT.131","Math.108A","CS.165A.165B","PSTAT.135","Career.fair","Professional.workshops","Technical.workshops","Company.talks...Data.talks","Social.events","Project.groups","Events","Career.Goal","Tableau","Power.BI","Matplotlib","SAS","Looking_for_internship","Looking_for_full_time","internship_or_full_time","Prefer.Remote","Top.desired.location","Top.desired.state","Industry.Preferences","Number.of.completed.data.science.projects","Data_Science_Technologies","research_job_count","Data.Science.Skills","Merged_Languages","Courses","Packages","ID"
"Female",2026,"No","Statistics & Data Science","","Yes",1,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No","Yes","Career.fair, Project.groups","Data Scientist","No","Yes","No","Yes","Yes","No","internship","Remote","United States","Texas","Tech",1,"RapidMiner, Hive",0,"Data Visualization, Machine Learning, Deep Learning","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, Math.108A","NumPy, Pandas, Scikit.learn",390
"Male",2026,"Yes","Statistics & Data Science, Physics","","No",0,"Yes","Yes","No","No","Yes","No","Java, Python, C.C..","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","No","Yes","Yes","No","Yes","No","internship","No preference","United States","North Carolina","Tech",5,"Excel, Spark, Apache Kafka, Airflow, AWS (Amazon Web Services), Databricks, Alteryx, BigQuery",2,"Data Visualization, Deep Learning, Predictive Analytics","Java, Python, C.C..","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, Math.108A","NumPy, Pandas, PyTorch",391
"Male",2027,"No","Computer Science/Computer Engineering, Statistics & Data Science",NA,"Yes",2,"Yes","Yes","Yes","Yes","Yes","Yes","Java, Python, R, SQL, C.C..","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Project.groups","Data Engineer","No","Yes","No","Yes","Yes","No","internship","Remote","United States","Michigan","Tech",7,"Tableau, AWS (Amazon Web Services), Alteryx, BigQuery, Hive",1,"","Java, Python, R, SQL, C.C.., SAS","Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, Math.108A","NumPy, Pandas",392
"Female",2026,"No","Financial Math & Statistics","Professional Writing Minor: science communication","Yes",2,"Yes","Yes","Yes","Yes","No","No","Java, Python, R, SQL","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Social.events, Project.groups","Data Analyst","No","No","No","Yes","Yes","No","internship","No preference","United States","Georgia","Tech",0,"Jupyter Notebook, RapidMiner, Alteryx, Hive",4,"Machine Learning, Deep Learning, Data Wrangling","Java, Python, R, SQL, SAS","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.160A.160B, Math.117","",393
"Male",2026,"No","Statistics & Data Science","","Yes",0,"Yes","Yes","Yes","Yes","No","Yes","Java, Python, R, SQL","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Project.groups","Data Analyst","Yes","No","Yes","No","Yes","No","internship","In person","Canada","","Tech",0,"Tableau, Power BI, Airflow, SAS, Alteryx, BigQuery",4,"Machine Learning, Natural Language Processing","Java, Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","NumPy, Pandas, Scikit.learn",394
"Male",2027,"No","Mathematics/Applied Mathematics","","No",0,"No","Yes","No","Yes","Yes","No","Python, SQL, C.C..","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Career.fair, Professional.workshops, Project.groups","Data Engineer","No","No","No","No","Yes","No","internship","No preference","United States","North Carolina","Tech",3,"Tableau, Excel, GCP (Google Cloud Platform), Databricks, SAS, SPSS",4,"Data Visualization","Python, SQL, C.C..","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.120A, Math.117, Math.108A","NumPy, SciPy",395
"Male",2025,"No","Financial Math & Statistics","","Yes",2,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","","Data Scientist","No","Yes","Yes","No","No","Yes","full time","No preference","Germany","","Tech",6,"Power BI, Excel, Apache Kafka, Hive",1,"Data Visualization, Predictive Analytics, Data Wrangling","Python, R, SQL","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.160A.160B, Math.117","NumPy, Pandas, SciPy",396
"Male",2028,"No","Financial Math & Statistics","","No",0,"Yes","Yes","No","No","No","No","Java, Python","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","No","No","Yes","No","Yes","No","internship","Remote","Canada","","Tech",5,"Hadoop, Airflow, GCP (Google Cloud Platform), SAS, SPSS, RapidMiner",4,"Natural Language Processing, Data Wrangling","Java, Python","Calculus.Math.3A.Math.3B.AP.Calc","Pandas",397
"Male",2025,"Yes","Economics/Economics & Accounting, Statistics & Data Science","","No",2,"Yes","Yes","Yes","Yes","No","No","Java, Python, R, SQL","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","No","Yes","Yes","No","Yes","full time","Remote","United States","California","Tech",2,"Power BI, Apache Kafka, AWS (Amazon Web Services), GCP (Google Cloud Platform), Azure, SPSS, Hive",1,"Deep Learning, Natural Language Processing, Data Wrangling","Java, Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","NumPy, Pandas",398
"Male",2025,"Yes","Economics/Economics & Accounting, Statistics & Data Science","","No",1,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","Yes","Yes","Yes","No","No","Yes","full time","No preference","United States","Pennsylvania","Tech",6,"Power BI, Hadoop, Spark, Apache Kafka, Azure, SAS, SPSS, D3.js, RapidMiner",0,"Data Visualization, Machine Learning","Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","NumPy, Pandas",399
"Female",2025,"No","Psychological & Brain Sciences, Statistics & Data Science","","No",1,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes","Career.fair, Professional.workshops, Company.talks...Data.talks, Project.groups","Data Engineer","No","Yes","No","Yes","No","Yes","full time","Remote","United Kingdom","","Healthcare",5,"Tableau, Spark, Apache Kafka, Airflow, GCP (Google Cloud Platform), SAS, SPSS, Jupyter Notebook, D3.js, Alteryx, BigQuery, Hive",0,"Deep Learning, Natural Language Processing, Data Wrangling","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, PSTAT.131","NumPy, Pandas, Scikit.learn",400
"Male",2025,"Yes","Economics/Economics & Accounting, Statistics & Data Science","","Yes",1,"No","Yes","Yes","No","Yes","No","Python, R, C.C..","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Career.fair, Professional.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","No","Yes","No","No","Yes","full time","Remote","United Kingdom","","Healthcare",2,"Power BI, Airflow, Azure, Databricks, SPSS, RapidMiner, Alteryx, Hive",2,"Machine Learning, Predictive Analytics","Python, R, C.C..","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","Pandas",401
"Male",2028,"No","Mathematics/Applied Mathematics","","No",1,"Yes","No","No","No","No","No","Java","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","No","Yes","No","Yes","No","internship","No preference","United States","California","Education",5,"Tableau, Excel, Hadoop, Spark, Airflow, Databricks, RapidMiner",3,"Deep Learning, Data Wrangling","Java","Calculus.Math.3A.Math.3B.AP.Calc","",402
"Female",2027,"No","Economics/Economics & Accounting, Statistics & Data Science","","No",0,"Yes","No","Yes","No","No","No","Java, R","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events","Data Scientist","No","Yes","No","Yes","Yes","No","internship","Remote","United States","North Carolina","Tech",3,"Tableau, Spark, AWS (Amazon Web Services), GCP (Google Cloud Platform), RapidMiner, Alteryx, BigQuery, Snowflake",0,"Data Visualization","Java, R, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.8.PSTAT.8.CS.40, PSTAT.10","",403
"Male",2027,"No","Computer Science/Computer Engineering","","No",1,"Yes","Yes","No","Yes","Yes","Yes","Java, Python, SQL, C.C..","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes","Career.fair, Technical.workshops, Company.talks...Data.talks, Project.groups","Data Analyst","Yes","No","Yes","No","Yes","No","internship","Remote","United States","Michigan","Tech",1,"Hadoop, Spark, Airflow, Jupyter Notebook, RapidMiner",2,"Deep Learning","Java, Python, SQL, C.C..","PSTAT.120A","NumPy, SciPy, Scikit.learn, PyTorch, Tensorflow",404
"Male",2026,"No","Economics/Economics & Accounting, Statistics & Data Science","","Yes",2,"No","Yes","Yes","Yes","Yes","No","Python, R, SQL, C.C..","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","No","No","Yes","Yes","No","internship","Remote","United States","Michigan","Tech",1,"Excel, Hadoop, Spark, Apache Kafka, GCP (Google Cloud Platform), SAS",0,"","Python, R, SQL, C.C.., SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.120A, PSTAT.120B","NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow",405
"Male",2025,"Yes","Statistics & Data Science","","No",0,"No","Yes","Yes","No","Yes","No","Python, R, C.C..","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","No","Yes","Yes","No","No","Yes","full time","Remote","United Kingdom","","Tech",3,"Tableau, Azure, Databricks, SAS",3,"Natural Language Processing, Predictive Analytics, Data Wrangling","Python, R, C.C..","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126","NumPy, Pandas",406
"Male",2027,"No","Statistics & Data Science","","No",0,"Yes","Yes","Yes","No","No","No","Java, Python, R","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","Yes","No","Yes","Yes","Yes","No","internship","Remote","United Kingdom","","Education",4,"Tableau, Excel, Hadoop, Apache Kafka, Databricks, Jupyter Notebook, RapidMiner, Alteryx",3,"","Java, Python, R, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10","",407
"Female",2026,"No","Economics/Economics & Accounting, Statistics & Data Science","","No",0,"Yes","No","Yes","No","Yes","No","Java, R, C.C..","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","","Data Scientist","Yes","Yes","No","No","Yes","No","internship","In person","Australia","","Tech",1,"Tableau, Apache Kafka, GCP (Google Cloud Platform), RapidMiner, BigQuery",4,"Data Visualization, Predictive Analytics","Java, R, C.C..","Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, CS.165A.165B","",408
"Male",2027,"No","Computer Science/Computer Engineering","","Yes",1,"Yes","No","No","Yes","Yes","Yes","Java, SQL, C.C..","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","Data Analyst","No","No","No","No","Yes","No","internship","In person","Canada","","Tech",1,"Excel, Airflow, Databricks",2,"Data Visualization, Machine Learning","Java, SQL, C.C..","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.120A","",409
"Male",2026,"No","Statistics & Data Science","","Yes",1,"Yes","Yes","Yes","Yes","No","No","Java, Python, R, SQL","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","No","Yes","No","No","Yes","Career.fair, Technical.workshops, Project.groups","Data Scientist","Yes","No","No","Yes","Yes","No","internship","Remote","Australia","","Tech",0,"Excel, GCP (Google Cloud Platform), SPSS, Alteryx, Hive",1,"Deep Learning, Natural Language Processing, Data Wrangling","Java, Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, Math.108A","",410
"Female",2026,"Yes","Statistics & Data Science","","No",0,"No","No","Yes","No","Yes","No","R, C.C..","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Career.fair, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","No","No","No","Yes","No","internship","No preference","United States","Georgia","Tech",2,"Apache Kafka, Airflow, AWS (Amazon Web Services), SPSS, D3.js, Snowflake",1,"Deep Learning","R, C.C..","Calculus.Math.3A.Math.3B.AP.Calc, Math.8.PSTAT.8.CS.40, PSTAT.10","",411
"Male",2026,"No","Statistics & Data Science","","No",1,"Yes","Yes","Yes","Yes","Yes","Yes","Java, Python, R, SQL, C.C..","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","No","Yes","Yes","Yes","Yes","No","internship","In person","United States","Florida","Tech",1,"Tableau, GCP (Google Cloud Platform), Databricks, SAS, SPSS",3,"Data Visualization, Deep Learning, Predictive Analytics","Java, Python, R, SQL, C.C.., SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, Math.108A","NumPy, Pandas, PyTorch",412
"Male",2027,"No","Computer Science/Computer Engineering","","No",1,"Yes","Yes","No","No","Yes","Yes","Java, Python, C.C..","No","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","No","No","No","Yes","No","internship","No preference","United States","Pennsylvania","Tech",6,"AWS (Amazon Web Services), GCP (Google Cloud Platform), Databricks, SAS, RapidMiner, Hive",0,"Machine Learning","Java, Python, C.C..","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40","Pandas",413
"Male",2026,"No","Statistics & Data Science","","No",0,"No","Yes","Yes","No","No","No","Python, R","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Technical.workshops","Data Analyst","No","No","Yes","Yes","Yes","No","internship","Remote","Canada","","Tech",4,"Power BI, AWS (Amazon Web Services), Databricks, SPSS, Hive, Snowflake",4,"Data Visualization, Data Wrangling","Python, R, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, PSTAT.120A","",414
"Male",2028,"No","Computer Science/Computer Engineering","","No",0,"Yes","Yes","No","No","No","No","Java, Python","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","Data Scientist","No","Yes","No","Yes","Yes","No","internship","In person","United States","Florida","Tech",4,"Airflow, AWS (Amazon Web Services), SPSS, Jupyter Notebook",3,"Data Visualization, Machine Learning, Predictive Analytics","Java, Python, SAS","Calculus.Math.3A.Math.3B.AP.Calc","",415
"Male",2026,"Yes","Mathematics/Applied Mathematics, Statistics & Data Science","","No",1,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Social.events, Project.groups","Data Engineer","Yes","Yes","No","Yes","Yes","No","internship","In person","Canada","","Education",0,"Power BI, Azure, Databricks, SAS, BigQuery",3,"Data Visualization, Machine Learning","Python, R, SQL, SAS","","NumPy, Pandas, Scikit.learn, PyTorch, Tensorflow",416
"Male",2025,"Yes","Statistics & Data Science","","Yes",1,"No","Yes","Yes","No","Yes","No","Python, R, C.C..","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","","Data Analyst","Yes","Yes","No","Yes","No","Yes","full time","No preference","United Kingdom","","Tech",6,"Power BI, Excel, Spark, Apache Kafka, Airflow, GCP (Google Cloud Platform), Azure, SAS, SPSS, D3.js, RapidMiner, Alteryx, BigQuery",1,"Deep Learning, Natural Language Processing, Predictive Analytics, Data Wrangling","Python, R, C.C.., SAS","Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, PSTAT.160A.160B, PSTAT.131","NumPy, Pandas, SciPy, Scikit.learn",417
